IPR040039,1
IPR013233,2
IPR000504,3
IPR003954,4
IPR034219,5
IPR012677,6
IPR035979,7
IPR036875,8
IPR001878,9
IPR011993,10
IPR006887,11
IPR016024,12
IPR001697,13
IPR011037,14
IPR015806,15
IPR015813,16
IPR040442,17
IPR015793,18
IPR018209,19
IPR036918,20
IPR015795,21
IPR006751,22
IPR037817,23
IPR009837,24
IPR021156,25
IPR002048,26
IPR013787,27
IPR011992,28
IPR034325,29
IPR001751,30
IPR018247,31
IPR003303,32
IPR029055,33
IPR000246,34
IPR000980,35
IPR035841,36
IPR036860,37
IPR001452,38
IPR036028,39
IPR035652,40
IPR035842,41
IPR001849,42
IPR000008,43
IPR035892,44
IPR028554,45
IPR039360,46
IPR008936,47
IPR001936,48
IPR023152,49
IPR024565,50
IPR005225,51
IPR006689,52
IPR027417,53
IPR001211,54
IPR033113,55
IPR016090,56
IPR036444,57
IPR033112,58
IPR036249,59
IPR032801,60
IPR016629,61
IPR039495,62
IPR036322,63
IPR015943,64
IPR038801,65
IPR000555,66
IPR037518,67
IPR033858,68
IPR024969,69
IPR018095,70
IPR039430,71
IPR018094,72
IPR026717,73
IPR027359,74
IPR005821,75
IPR028798,76
IPR026506,77
IPR024610,78
IPR028651,79
IPR011011,80
IPR013083,81
IPR042020,82
IPR001965,83
IPR019787,84
IPR019786,85
IPR006990,86
IPR001202,87
IPR036020,88
IPR038185,89
IPR000857,90
IPR000198,91
IPR011333,92
IPR000210,93
IPR011705,94
IPR006652,95
IPR015915,96
IPR017441,97
IPR008271,98
IPR000719,99
IPR011009,100
IPR028788,101
IPR036640,102
IPR011527,103
IPR003439,104
IPR003593,105
IPR017871,106
IPR030251,107
IPR017969,108
IPR006121,109
IPR036163,110
IPR006759,111
IPR008979,112
IPR026822,113
IPR000467,114
IPR005824,115
IPR041993,116
IPR041994,117
IPR007110,118
IPR013106,119
IPR013783,120
IPR003599,121
IPR036179,122
IPR003597,123
IPR036388,124
IPR036390,125
IPR003316,126
IPR015633,127
IPR037241,128
IPR032198,129
IPR024960,130
IPR007318,131
IPR018083,132
IPR001171,133
IPR000742,134
IPR013032,135
IPR001881,136
IPR000152,137
IPR009030,138
IPR018097,139
IPR013320,140
IPR000998,141
IPR031481,142
IPR038577,143
IPR001503,144
IPR000225,145
IPR011989,146
IPR028432,147
IPR028435,148
IPR000276,149
IPR000725,150
IPR017452,151
IPR019734,152
IPR011990,153
IPR013026,154
IPR030511,155
IPR005542,156
IPR001356,157
IPR009057,158
IPR017970,159
IPR036899,160
IPR005822,161
IPR005755,162
IPR023563,163
IPR017165,164
IPR035438,165
IPR000306,166
IPR017455,167
IPR022557,168
IPR001611,169
IPR032675,170
IPR024607,171
IPR000917,172
IPR017850,173
IPR001750,174
IPR003917,175
IPR010933,176
IPR003056,177
IPR000203,178
IPR000832,179
IPR017981,180
IPR017983,181
IPR038430,182
IPR000440,183
IPR014760,184
IPR020858,185
IPR000264,186
IPR020857,187
IPR021177,188
IPR038716,189
IPR027534,190
IPR008412,191
IPR002968,192
IPR022272,193
IPR012674,194
IPR000566,195
IPR029856,196
IPR036880,197
IPR002223,198
IPR020901,199
IPR001500,200
IPR000010,201
IPR025760,202
IPR001363,203
IPR000895,204
IPR023418,205
IPR030178,206
IPR036817,207
IPR023416,208
IPR023419,209
IPR033844,210
IPR000014,211
IPR035965,212
IPR003950,213
IPR001610,214
IPR000700,215
IPR003938,216
IPR018490,217
IPR000595,218
IPR014710,219
IPR002731,220
IPR039758,221
IPR016187,222
IPR033989,223
IPR016186,224
IPR001304,225
IPR018378,226
IPR008156,227
IPR001464,228
IPR037104,229
IPR018502,230
IPR018252,231
IPR008364,232
IPR002640,233
IPR011042,234
IPR039187,235
IPR026741,236
IPR026937,237
IPR009100,238
IPR006091,239
IPR034171,240
IPR012258,241
IPR036250,242
IPR002655,243
IPR031771,244
IPR029343,245
IPR004932,246
IPR030642,247
IPR039687,248
IPR000068,249
IPR000337,250
IPR017979,251
IPR028082,252
IPR001828,253
IPR011500,254
IPR038550,255
IPR017978,256
IPR005474,257
IPR029061,258
IPR005475,259
IPR020826,260
IPR033248,261
IPR009014,262
IPR008160,263
IPR001442,264
IPR036954,265
IPR014014,266
IPR011545,267
IPR014001,268
IPR000629,269
IPR001650,270
IPR020575,271
IPR019805,272
IPR003594,273
IPR036890,274
IPR001404,275
IPR020568,276
IPR037196,277
IPR000597,278
IPR009000,279
IPR019926,280
IPR041156,281
IPR010526,282
IPR028812,283
IPR001696,284
IPR020338,285
IPR026243,286
IPR009060,287
IPR006577,288
IPR029071,289
IPR001012,290
IPR001715,291
IPR036872,292
IPR008636,293
IPR027719,294
IPR036116,295
IPR003961,296
IPR002035,297
IPR036465,298
IPR001791,299
IPR032447,300
IPR039361,301
IPR036915,302
IPR006671,303
IPR013763,304
IPR004367,305
IPR001909,306
IPR036051,307
IPR018586,308
IPR006600,309
IPR004875,310
IPR036236,311
IPR013087,312
IPR001951,313
IPR019809,314
IPR009072,315
IPR004823,316
IPR035425,317
IPR021645,318
IPR004056,319
IPR003975,320
IPR003968,321
IPR003131,322
IPR028325,323
IPR024587,324
IPR019128,325
IPR001660,326
IPR013761,327
IPR003349,328
IPR001606,329
IPR036431,330
IPR003347,331
IPR004198,332
IPR001007,333
IPR024731,334
IPR009464,335
IPR016376,336
IPR037800,337
IPR000182,338
IPR016181,339
IPR001487,340
IPR036427,341
IPR018359,342
IPR006155,343
IPR033865,344
IPR003903,345
IPR000913,346
IPR001681,347
IPR004061,348
IPR000987,349
IPR020977,350
IPR029044,351
IPR028385,352
IPR008983,353
IPR006052,354
IPR003971,355
IPR001315,356
IPR011029,357
IPR015917,358
IPR002398,359
IPR001309,360
IPR016129,361
IPR029030,362
IPR033139,363
IPR002138,364
IPR001680,365
IPR019775,366
IPR020472,367
IPR017986,368
IPR011047,369
IPR037588,370
IPR001806,371
IPR010291,372
IPR036259,373
IPR020846,374
IPR009010,375
IPR015343,376
IPR029067,377
IPR015342,378
IPR025653,379
IPR003959,380
IPR003960,381
IPR041569,382
IPR003604,383
IPR034790,384
IPR034791,385
IPR000690,386
IPR035435,387
IPR016435,388
IPR039492,389
IPR029631,390
IPR001400,391
IPR018116,392
IPR009079,393
IPR018338,394
IPR001148,395
IPR036398,396
IPR018430,397
IPR023561,398
IPR003890,399
IPR016021,400
IPR027159,401
IPR015172,402
IPR015174,403
IPR000863,404
IPR024858,405
IPR000859,406
IPR035914,407
IPR035814,408
IPR008993,409
IPR001134,410
IPR018933,411
IPR019927,412
IPR013519,413
IPR028994,414
IPR000413,415
IPR013517,416
IPR032695,417
